LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,LocalSiteCoreSubName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,LandSurfaceElevation_mASL_NAVD88,Core_MP_height_m,DateOfConstruction,Comments_DateOfConstruction,TotalBoring/DrillingDepth_mBLS,NameOfContractor,DrillerName,CoringBegan_mBLS,CoringEnded_mBLS,CoreRecoveryLength_m,TopOfCoreElevation_mASL_NAVD88,CoreLengthPounded_m,CoreBarrelType,SubsurfaceCoreZone,FreeProductOilPresentInCore,DrillersFieldComments,Comments_Miscellaneous
x1607,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1607-1,342901.94,5271091.21,1.0,126.84,433.334,0.0,20160805,,12.192,USGS MN Water Science Center,B. Mason; J.W. Lund,10.058,12.192,1.649,423.276,2.134,Hollow stem: 7-ft wireline piston core sample barrel with freezing drive shoe into 1.875-inch polycarbonate sleeve,Saturated Zone,No,This core was collected as another attempt at collecting the bad core that was collected at 1606 location.,
x1608,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1608-1,342779.24,5271062.32,,,431.994,0.0,20160806,,8.352,USGS MN Water Science Center,B. Mason; J.W. Lund,0.0,1.219,0.594,431.994,1.219,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"This core was collected to help identify the potential of oil free product in this area, which may be causing a hot source in E. Warren's temperature survey from October 2015. Oil was found at this location. Cored to 1 ft. above water table (25.40 ft. below land surface), then took 2 ft. core spanning the water table. water level at G0907 = 26.40 ft. below land surface.",
x1608,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1608-2,342779.24,5271062.32,,,431.994,0.0,20160806,,8.352,USGS MN Water Science Center,B. Mason; J.W. Lund,1.219,2.438,0.533,430.775,1.219,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"This core was collected to help identify the potential of oil free product in this area, which may be causing a hot source in E. Warren's temperature survey from October 2015. Oil was found at this location. Cored to 1 ft. above water table (25.40 ft. below land surface), then took 2 ft. core spanning the water table. water level at G0907 = 26.40 ft. below land surface.",
x1608,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1608-3,342779.24,5271062.32,,,431.994,0.0,20160806,,8.352,USGS MN Water Science Center,B. Mason; J.W. Lund,2.438,3.658,0.0,429.556,1.219,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"Rock blocked core = no recovery. This core was collected to help identify the potential of oil free product in this area, which may be causing a hot source in E. Warren's temperature survey from October 2015. Oil was found at this location. Cored to 1 ft. above water table (25.40 ft. below land surface), then took 2 ft. core spanning the water table. water level at G0907 = 26.40 ft. below land surface.",
x1608,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1608-4,342779.24,5271062.32,,,431.994,0.0,20160806,,8.352,USGS MN Water Science Center,B. Mason; J.W. Lund,3.658,4.877,0.838,428.336,1.219,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"This core was collected to help identify the potential of oil free product in this area, which may be causing a hot source in E. Warren's temperature survey from October 2015. Oil was found at this location. Cored to 1 ft. above water table (25.40 ft. below land surface), then took 2 ft. core spanning the water table. water level at G0907 = 26.40 ft. below land surface.",
x1608,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1608-6,342779.24,5271062.32,,,431.994,0.0,20160806,,8.352,USGS MN Water Science Center,B. Mason; J.W. Lund,6.096,7.315,0.899,425.898,1.219,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"Slight oil smell. This core was collected to help identify the potential of oil free product in this area, which may be causing a hot source in E. Warren's temperature survey from October 2015. Oil was found at this location. Cored to 1 ft. above water table (25.40 ft. below land surface), then took 2 ft. core spanning the water table. water level at G0907 = 26.40 ft. below land surface.",
x1608,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1608-7,342779.24,5271062.32,,,431.994,0.0,20160806,,8.352,USGS MN Water Science Center,B. Mason; J.W. Lund,7.315,7.742,0.427,424.679,0.427,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"This core was collected to help identify the potential of oil free product in this area, which may be causing a hot source in E. Warren's temperature survey from October 2015. Oil was found at this location. Cored to 1 ft. above water table (25.40 ft. below land surface), then took 2 ft. core spanning the water table. water level at G0907 = 26.40 ft. below land surface.",
x1608,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1608-8,342779.24,5271062.32,,,431.994,0.0,20160806,,8.352,USGS MN Water Science Center,B. Mason; J.W. Lund,7.742,8.352,0.457,424.252,0.61,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Spanning the water table,Yes,"This core was collected to help identify the potential of oil free product in this area, which may be causing a hot source in E. Warren's temperature survey from October 2015. Oil was found at this location. Cored to 1 ft. above water table (25.40 ft. below land surface), then took 2 ft. core spanning the water table. water level at G0907 = 26.40 ft. below land surface.",
x1608,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1608-5,342779.24,5271062.32,,,431.994,0.0,20160806,,8.352,USGS MN Water Science Center,B. Mason; J.W. Lund,4.877,6.096,0.747,427.117,1.219,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"This core was collected to help identify the potential of oil free product in this area, which may be causing a hot source in E. Warren's temperature survey from October 2015. Oil was found at this location. Cored to 1 ft. above water table (25.40 ft. below land surface), then took 2 ft. core spanning the water table. water level at G0907 = 26.40 ft. below land surface.",
x1609,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1609-1,342845.43,5271061.04,1.0,62.96,433.035,0.0,20160806,,11.582,USGS MN Water Science Center,B. Mason; J.W. Lund,9.449,11.582,1.829,423.586,2.134,Hollow stem: 7-ft wireline piston core sample barrel with freezing drive shoe into 1.875-inch polycarbonate sleeve,Saturated Zone,No,"Nearby water level = 30.05 ft. below land surface. Drilled to 31.05 ft. below land surface, then pounded 7 ft. and froze.",
x1610,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1610-1,342878.35,5271077.38,1.0,99.67,432.988,0.0,20160808,,11.278,USGS MN Water Science Center,B. Mason; J.W. Lund,9.144,11.278,1.692,423.844,2.134,Hollow stem: 7-ft wireline piston core sample barrel with freezing drive shoe into 1.875-inch polycarbonate sleeve,Saturated Zone,No,Nearby water level at 9315 well = 30.06 ft. below land surface. Drilled to 30.0 ft. below land surface.,
x1611,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1611-1,342891.23,5271084.36,1.0,114.28,433.262,0.0,20160808,,11.826,USGS MN Water Science Center,B. Mason; J.W. Lund,9.693,11.826,1.341,423.569,2.134,Hollow stem: 7-ft wireline piston core sample barrel with freezing drive shoe into 1.875-inch polycarbonate sleeve,Saturated Zone,No,Nearby water level at 1101A well = 31.31 ft. below land surface. Drilled to 31.81 ft. below land surface.,
x1612,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1612-1,342665.99,5271002.02,,,430.893,0.0,20160809,,3.353,USGS MN Water Science Center,B. Mason; J.W. Lund,0.0,0.61,0.375,430.893,0.61,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"Installed 10 ft section of 2-inch diameter, Sch. 40 PVC pipe, after coring was complete. No screen on PVC pipe/casing. PVC pipe was installed for neutron probe access.",
x1612,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1612-2,342665.99,5271002.02,,,430.893,0.0,20160809,,3.353,USGS MN Water Science Center,B. Mason; J.W. Lund,0.61,1.219,0.475,430.283,0.61,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"Installed 10 ft section of 2-inch diameter, Sch. 40 PVC pipe, after coring was complete. No screen on PVC pipe/casing. PVC pipe was installed for neutron probe access.",
x1612,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1612-3,342665.99,5271002.02,,,430.893,0.0,20160809,,3.353,USGS MN Water Science Center,B. Mason; J.W. Lund,1.219,1.829,0.479,429.674,0.61,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"Installed 10 ft section of 2-inch diameter, Sch. 40 PVC pipe, after coring was complete. No screen on PVC pipe/casing. PVC pipe was installed for neutron probe access.",
x1612,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1612-4,342665.99,5271002.02,,,430.893,0.0,20160809,,3.353,USGS MN Water Science Center,B. Mason; J.W. Lund,1.829,2.438,0.259,429.064,0.61,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"Installed 10 ft section of 2-inch diameter, Sch. 40 PVC pipe, after coring was complete. No screen on PVC pipe/casing. PVC pipe was installed for neutron probe access.",
x1612,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1612-5,342665.99,5271002.02,,,430.893,0.0,20160809,,3.353,USGS MN Water Science Center,B. Mason; J.W. Lund,2.438,2.896,0.0,428.455,0.457,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"Rock at 8 ft. below land surface = No recovery in core liner. Installed 10 ft section of 2-inch diameter, Sch. 40 PVC pipe, after coring was complete. No screen on PVC pipe/casing. PVC pipe was installed for neutron probe access.",
x1612,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1612-6,342665.99,5271002.02,,,430.893,0.0,20160809,,3.353,USGS MN Water Science Center,B. Mason; J.W. Lund,2.896,3.353,0.152,427.997,0.457,Geoprobe DT22 tooling: 4-ft PVC liner with 1.275-inch inner dia.,Unsaturated zone,No,"Installed 10 ft section of 2-inch diameter, Sch. 40 PVC pipe, after coring was complete. No screen on PVC pipe/casing. PVC pipe was installed for neutron probe access.",
x15-N14,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342552.66,5271117.99,,,434.195,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,434.195,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N15,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342546.46,5271111.6,,,434.005,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,434.005,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N16,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342540.4,5271105.12,,,433.801,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.801,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N17,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342533.81,5271098.47,,,433.775,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.775,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N18,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342527.45,5271092.06,,,433.936,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.936,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N19,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342543.33,5271140.58,,,433.337,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.337,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N20,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342539.3,5271132.96,,,433.31,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.31,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N21,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342533.04,5271128.02,,,433.337,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.337,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N22,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342527.86,5271121.6,,,433.407,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.407,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N23,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342522.53,5271115.68,,,433.404,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.404,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N24,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342517.75,5271108.87,,,433.595,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.595,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N25,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342531.26,5271153.08,,,433.019,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.019,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N26,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342526.25,5271147.07,,,433.129,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.129,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N27,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342520.1,5271141.22,,,433.349,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.349,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N28,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342513.82,5271134.95,,,433.359,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.359,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N29,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342507.53,5271129.18,,,433.351,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.351,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N30,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342502.95,5271121.15,,,433.341,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.341,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N31,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342520.94,5271167.97,,,433.311,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.311,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N32,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342515.79,5271161.91,,,433.263,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.263,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N33,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342509.89,5271156.19,,,433.32,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.32,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N34,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342503.74,5271150.26,,,433.372,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.372,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N35,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342498.19,5271144.57,,,433.344,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.344,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N36,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342490.34,5271135.9,,,433.101,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.101,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N37,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342507.61,5271178.66,,,433.538,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.538,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N38,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342502.68,5271172.68,,,433.511,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.511,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N39,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342495.94,5271166.0,,,433.494,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.494,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N40,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342489.78,5271160.88,,,433.48,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.48,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N41,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342483.55,5271155.28,,,433.288,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.288,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N42,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342477.53,5271149.43,,,433.048,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.048,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N43,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342502.03,5271185.2,,,433.29,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.29,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N44,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342496.49,5271179.95,,,433.481,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.481,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N45,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342490.35,5271175.14,,,433.565,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.565,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
