"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Energy, exergy, exergeo-economic and exergeo-environmental analysis of trans-critical CO2 cycle powered by a geothermal cycle in two functional modes of single …","https://scispace.com/paper/U4Z5tyQSfbQJ","","","","Y Aryanfar","","https://dialnet.unirioja.es/descarga/tesis/399603.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses exergy analysis of a trans‑critical CO2 cycle powered by geothermal heat, but contains no discussion of heavy‑oil biodegradation, reservoir abandonment, biomarkers, entropy‑viscosity links, or the Gouy‑Stodola theorem.",""
"Castor oil preheater selection based on entropy generation and exergy effectiveness criteria","https://scispace.com/paper/castor-oil-preheater-selection-based-on-entropy-generation-21mdpxyg6f","2017","Journal Article","Energy","Luis Perdomo-Hurtado
Juan Sebastián Rincón Tabares
Danahe Marmolejo Correa
Felipe A. Perdomo","10.1016/J.ENERGY.2016.11.128","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes castor oil preheater using entropy generation and exergy effectiveness to reduce viscosity, but does not address heavy‑oil biodegradation, reservoirs, biomarkers, or Gouy‑Stodola theorem.",""
"Exergy analysis of monoethylene glycol recovery processes for hydrate inhibition in offshore natural gas fields","https://scispace.com/paper/exergy-analysis-of-monoethylene-glycol-recovery-processes-4dojfg7psn","2016","Journal Article","Journal of Natural Gas Science and Engineering","Alexandre Mendonça Teixeira
Lara de Oliveira Arinelli
José Luiz de Medeiros
Ofélia de Queiroz Fernandes Araújo","10.1016/J.JNGSE.2016.09.017","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes exergy of glycol recovery for hydrate inhibition in offshore gas fields; does not address heavy oil biodegradation, related thermodynamics, reservoirs, biomarkers, or viscosity.",""
"Exergy Analysis","https://scispace.com/paper/exergy-analysis-2ttygt1p","2023","Journal Article","Ecology, economy and society--the INSEE journal","Tejasvi Chauhan
Vinod K. Gaur","10.37773/ees.v6i1.914","https://scispace.com/pdf/exergy-analysis-2ttygt1p.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes ecosystem exergy without addressing heavy oil, biodegradation, reservoirs, biomarkers, entropy generation, viscosity, or Gouy‑Stodola theorem.","This paper argues for a continuing exploration of Nature’s organizing principles that sustain prolonged homeostasis of the earth’s ecosystems punctuated by forceful transitions to new emergent states. Ecosystems develop and maintain a dynamically stable state by transacting energy and materials with the surrounding flows to keep reversing their continual fall to the ground state. Conversely, the elevation of any component of the ecosystem above the ground level may be regarded as a measure of its functional efficiency. This measure, called exergy, can be calculated for an eco-subsystem based on knowledge of the energy and material fluxes that thread it and, most importantly, of where the ground level happens to be. Admittedly, it is not straightforward to quantify these figures, and the departure of assumptions from reality will inevitably translate into errors in the calculated exergy figures. However, the variance may be estimated by analysing the results of an ensemble..."
"Exergy conceptual-based study for comparative thermodynamic performance of CI engine fueled with petroleum diesel and biodiesel blends","https://scispace.com/paper/exergy-conceptual-based-study-for-comparative-thermodynamic-3iol2krf3j","2017","Journal Article","Journal of Energy Engineering-asce","Neetu Singh
Deepak Kumar
Anil Kumar Sarma
Mithilesh Kumar Jha","10.1061/(ASCE)EY.1943-7897.0000380","https://www.academia.edu/download/57335188/1-Exergy_Conceptual-Based_Study_for_Comparative.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses exergy analysis to compare diesel and biodiesel blends in a CI engine; does not address heavy oil biodegradation, reservoirs, biomarkers, viscosity, or Gouy‑Stodola.","The exergy analysis of a compression ignition (CI) engine for quantification of fuel to available energy could be the most effective tool to determine the fuel efficiency and effectiveness. During this investigation a few diesel-biodiesel blends were investigated for performance analysis in diesel engines under different load conditions using an exergy-based study. From this focused investigation, it was ascertained that biodiesel blends of B10 and B20 for apricot, argemone, karanja, nahar, and neem showed relatively better performance than petrodiesel at 80% load. As much as 30% of available input energy was estimated for shaft operation. Also diesel showed higher destroyed availability, whereas all other blends showed 1–3% less than diesel, which is a significant finding of this work. Among all the diesel-biodiesel blends, Argemone mexicana (ARB20) was found to be the best both in terms of biodiesel production and performance parameters. Thus, biodiesel blend B20 was found equally efficient in t..."
"Anaerobic Biodegradation of Petroleum Hydrocarbons and Enlightenment of the Prospects for Gasification of Residual Oil","https://scispace.com/paper/anaerobic-biodegradation-of-petroleum-hydrocarbons-and-3p1ug3vzzx","2015","","","Wang Li-Ying Mbadinga
Serge Maurice Li
Hui Liu
Jin-Feng Yang
Shi-Zhong Mu Bo-Zhong","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** No criteria met; paper reviews anaerobic microbial conversion of petroleum hydrocarbons to methane without addressing heavy oil, exergy, biomarkers, entropy, viscosity, or Gouy‑Stodola.","The conversion of residual oil to natural gas by anaerobic microorganisms could substantially improve the exploitation and utilization of oil resources. The recovery of methane gas as an alternate form of energy from unrecoverable crude oil may offer a route to economic production of energy from petroleum reservoirs. This review summarizes recent progress about microbial communities, reactions thermodynamics and kinetics involved in the anaerobic biodegradation of petroleum hydrocarbons and the subsequent conversion to methane gas. The feasibility and potential for energy recovery via methanogenesis of residual oil is also discussed. Furthermore, we provide new insights for further studies about this forefront technology."
"Entropy generation and exergy analysis of nanofluids: thermodynamic modelling, parametric challenges, and engineering applications","https://scispace.com/paper/9s_isAVi7QYJ","","","","R Manimegalai
V Vasanthi
LR Shobin","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses entropy generation sensitivity to viscosity in nanofluids, but lacks any focus on heavy oil biodegradation, reservoir abandonment, biomarkers, or Gouy‑Stodola theorem.",""
"… and environmental assessment of Botryococcus braunii green biodiesel with nanoparticles using energy-exergy-emission-sustainability (3ES) analysis in a diesel …","https://scispace.com/paper/qumgF-2Efs4J","","","","AS Rajpoot
H Chelladurai
AK Choudhary","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies Botryococcus braunii biodiesel with nanoparticles and exergy analysis; does not address heavy oil, biodegradation, reservoirs, biomarkers, or viscosity‑entropy relationships.",""
"Energy efficient control and optimisation techniques for distillation processes","https://scispace.com/paper/energy-efficient-control-and-optimisation-techniques-for-4lgyy6c1wi","2015","Dissertation","","Funmilayo Nihinlola Osuolale","","https://scispace.com/pdf/energy-efficient-control-and-optimisation-techniques-for-4lgyy6c1wi.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Performs exergy analysis of crude distillation in HYSYS, but does not address biodegradation, reservoir abandonment, biomarkers, entropy‑viscosity links, or Gouy‑Stodola.",""
"Research on Coupled Thermo-Hydro-Mechanical Mechanism for Heavy Oil Thermal Recovery","https://scispace.com/paper/research-on-coupled-thermo-hydro-mechanical-mechanism-for-4dknfbxtbb","2014","Journal Article","Applied Mechanics and Materials","Feng Sun
Wen Dong Yang","10.4028/WWW.SCIENTIFIC.NET/AMM.607.264","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Models coupled thermo-hydro-mechanical effects in thermal heavy‑oil recovery; does not address biodegradation, exergy, entropy, biomarkers, or Gouy‑Stodola.","Thermal production is an important heavy oil recovery method , which bothers with the complex problems of Thermo-Hydro-Mechanical coupling effects and reservoir failure processes due to thermal recovery. Based on the coupling theory of T-H-M, the fully coupling equations of heat transfer, fluid seepage, geomechanics, and reservoir damage are constructed. The Galerkin FEM with fully implicit and sequential iterative algorithm is adopted to solve the coupling equations. Numerical results demonstrate that Thermo-hydro-mechanical coupling effect takes as important roles in thermal process. The response of the rocks surrounding the reservoir has a significant stress transfer, pore pressure increase or thermal cracking. This paper presents an analytical method to predictions coupled geomechanical effects and change of reservoir parameters, which are all important phenomena affecting heavy oil exploitation."
"Entropy Generation Minimization of Two-Phase Flow Irreversibilities in Hydrocarbon Reservoirs","https://scispace.com/paper/entropy-generation-minimization-of-two-phase-flow-31fx1bkv","2023","Journal Article","Energies","Murtada A. Elhaj
Syed Ahmed Imtiaz
Greg F. Naterer
Sohrab Zendehboudi","10.3390/en16104096","https://scispace.com/pdf/entropy-generation-minimization-of-two-phase-flow-31fx1bkv.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes entropy generation in two-phase reservoir flow but does not address biodegradation, exergy, biomarkers, viscosity effects, or Gouy-Stodola theorem.","The efficient use of available energy in hydrocarbon extraction processes is essential to reducing overall emissions in the petroleum industry. The inefficient design of an extraction process leads to higher emissions per unit mass of hydrocarbon recovery. Fluid friction and heat transfer are irreversible processes that are vital in decreasing the overall system’s operational efficiency. To reduce these irreversible energy losses in the petroleum reservoir production’s life, contributing factors such as the characteristic features of a reservoir formation, reservoir fluids, and production rate are investigated in this paper. This study examines irreversible energy loss in porous media and wellbore formations using entropy generation minimization at various stages of production and thermodynamic conditions, eventually achieving higher hydrocarbon recovery factors. Entropy production is used to develop predictive models that calculate reservoir and wellbore energy losses for multiphase flow. The proposed models consider oil and water as the working fluids in a porous medium and a wellbore. This paper also investigates the thermophysical effects around the wellbore by incorporating Hawkin’s model. A sensitivity analysis assessed the impact of rock and fluid properties and thermodynamic conditions such as temperature, wettability, and capillary pressure on the total entropy generation. The findings reveal that the capillary pressure significantly impacts the oil and water recovery factor and total entropy production. Additionally, the capillary pressure strongly influences the reservoir production life. The two-phase models show that as the recovery factor increases, the total entropy production decreases at lower production rates. This article helps to address the impact of irreversible processes on multiphase hydrocarbon reservoir operational efficiency. Furthermore, the results obtained from the numerical-simulation model open up a new research area for scholars to maximize the recovery factor using entropy generation minimization in heterogeneous reservoirs."
"Modelling and analysis of offshore energy systems on North Sea oil and gas platforms","https://scispace.com/paper/modelling-and-analysis-of-offshore-energy-systems-on-north-3sgi5h0j4t","2012","","","Tuong-Van Nguyen
Brian Elmegaard
Leonardo Pierobon
Fredrik Haglind
Peter Breuhaus","","https://scispace.com/pdf/modelling-and-analysis-of-offshore-energy-systems-on-north-3sgi5h0j4t.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Applies exergy analysis to offshore oil/gas platform performance, but does not discuss heavy oil biodegradation, reservoir abandonment, biomarkers, entropy‑viscosity links, or Gouy‑Stodola.","Presented at: SIMS 2012 : The 53rd Scandinavian conference on simulation and modeling, organized by Orkustofnun, Reykjavik 4-6 October, 2012"
"Viability of the steam-based extraction of extra-heavy crude oil using nanoparticles: Exergy and life-cycle assessment","https://scispace.com/paper/viability-of-the-steam-based-extraction-of-extra-heavy-crude-dujmy7s1alww","2024","Repository","","Natalia Cano
Oscar E. Medina
I. Mozo
Santiago Céspedes
Camilo A. Franco
Farid B. Cortés","10.60692/nasmm-3jd67","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Applies exergy analysis and LCA to nanoparticle‑enhanced steam extraction of extra‑heavy crude; does not address biodegradation, reservoir abandonment, biomarkers, entropy‑viscosity links, or Gouy‑Stodola.","The growing energy demand has prompted the research community to seek more efficient and sustainable resource extraction methods, particularly in the case of crude oil. Investigating the potential of nanotechnology to enhance crude-oil recovery from extra-heavy and heavy crude-oil reserves is crucial for optimizing resource utilization, improving economic viability, minimizing environmental impacts, driving technological advancement, ensuring energy security, and meeting market demands. In this study, we investigated the implementation of exergy analysis (ExA) on nanotechnology in oil-recovery processes, which has not previously been explored. This involved a life-cycle assessment (LCA) to evaluate the environmental impacts and to complement the ExA in order to optimize operations. To environmentally and thermodynamically analyze the extraction process of extra-heavy crude oil, four scenarios were evaluated: i) steam injection at 0.5 quality; ii) steam injection at 1.0 quality; iii) steam injection at 0.5 quality with 500 mg L−1 of nanoparticles; and iv) steam injection at 1.0 quality with 500 mg L−1 of nanoparticles. The nanofluids used (AlNi1 and AlNi1Pd1) consisted of 500 mg L−1 of alumina (Al2O3) doped with a 1.0 % mass fraction of nickel (Ni) (i.e., AlNi1), and the same amount of alumina doped with a 1.0 % mass fraction of Ni and palladium (Pd) (i.e., AlNi1Pd1). Both nanofluids were supplemented with 1000 mg L−1 of Tween 80. The experiments were conducted in a laboratory and numerical simulation was used to upscale the different scenarios. Considering the equilibrium K-values model, a multiphase/multicomponent flow model coupled with an energy transport equation was utilized. Nanocatalyst transport, as per the experimental data, involved non-equilibrium transference between the liquid phases and the rock surface. The laboratory data were used to calibrate the model, which was then scaled up to reservoir conditions to estimate the oil recovery obtained from deploying in-situ upgrading processes at the field scale. Exergy calculations were performed on the involved flows and porous media in order to assess the crude-oil quality throughout the process. An LCA was implemented to evaluate the reduction in environmental impact achieved by using steam injection at X = 1.0 quality, with and without nanoparticles. The results of the ExA showed that using nanoparticles allowed crude oil with a higher energy quality to be obtained. Furthermore, the ExA showed that the increase in steam quality had a more significant effect on the exergy destroyed in the process than the use of nanomaterials, demonstrating the good performance of the proposed technology. Environmental analyses showed that marine ecotoxicity, urban land occupation, particulate matter formation, and global warming potential were the most-impacted categories, significantly contributing to total environmental impacts, after the fossil depletion impact category for all scenarios. In conclusion, using bimetallic nanoparticles in crude-oil extraction produces a better product with better energy and environmental performance. "
"Entropy and exergy in irreversible renewable energy systems","https://scispace.com/paper/entropy-and-exergy-in-irreversible-renewable-energy-systems-4u2r4jyca2","2013","Journal Article","Renewable & Sustainable Energy Reviews","Umberto Lucia","10.1016/J.RSER.2012.12.017","https://scispace.com/pdf/entropy-and-exergy-in-irreversible-renewable-energy-systems-4u2r4jyca2.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper analyzes entropy and exergy in renewable energy systems; does not address heavy oil, biodegradation, reservoirs, biomarkers, viscosity, or Gouy‑Stodola.","Exergy and entropy generation analysis of the open systems allows to obtain a measure of how far the open real systems deviate from equilibrium with their environment. A link between entropy generation maximum principle and the exergy analysis of engineering and natural systems is suggested in order to use the exergy and entropy approach to improve the renewable energy systems."
"Exergy: energy, environment and sustainable development","https://scispace.com/paper/exergy-energy-environment-and-sustainable-development-4x70asyagt","2007","Book","","Ibrahim Dincer
Marc A. Rosen","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on exergy concepts for energy and sustainability; does not discuss heavy oil, biodegradation, reservoirs, biomarkers, viscosity, or Gouy‑Stodola.","This book deals with exergy and its applications to various energy systems and applications as a potential tool for design, analysis and optimization, and its role in minimizing and/or eliminating environmental impacts and providing sustainable development. In this regard, several key topics ranging from the basics of the thermodynamic concepts to advanced exergy analysis techniques in a wide range of applications are covered as outlined in the contents. It provides comprehensive coverage of exergy and its applications. It connects exergy with three essential areas in terms of energy, environment and sustainable development. It presents the most up-to-date information in the area with recent developments. It provides a number of illustrative examples, practical applications, and case studies. It features an easy to follow style, starting from the basics to the advanced systems."
"Exergetic analysis of the process of pre-treatment of soybean oil for the production of biodiesel","https://scispace.com/paper/exergetic-analysis-of-the-process-of-pre-treatment-of-3gavxnpcno","2020","Journal Article","","Marina Marques da Silva
Rômulo Maziero
Bruno Dorneles de Castro
Juan Carlos Campos Rubio","10.47385/CADUNIFOA.V15I44.2986","https://scispace.com/pdf/exergetic-analysis-of-the-process-of-pre-treatment-of-3gavxnpcno.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes exergy efficiency of soybean oil pretreatment for biodiesel; does not address heavy oil, biodegradation, reservoirs, biomarkers, entropy‑viscosity relationships, or Gouy‑Stodola.","The raw materials used for the production of biodiesel can be vegetable oil, animal tallow or residual fat. Among them, the use of soybean oil stands out. The present study aims to analyze the exergy efficiency of the soybean oil pretreatment process of a biofuel plant in the state of Minas Gerais, with an installed capacity of 152 million liters/year of biodiesel. For that, the calculation of the chemical exergy and the physical exergy of the flows related to the process of refining the oil for biodiesel production was carried out. Plant operating parameters were in order to calculate the exergy efficiency of the process and the mass flow to perform the mass balance of the analyzed plant. The exergetic efficiency of the soybean oil pretreatment process was 88% and destroyed exergy or irreversibility of approximately 11%. Therefore, the yield of the chemical reactions of the process were satisfactory."
"Energy, Technical and Environmental Viability for Extra Heavy Crude Oil Extraction with Steam in the Presence of Nanoparticles: Exergy and Life Cycle Assessment","https://scispace.com/paper/energy-technical-and-environmental-viability-for-extra-heavy-387eblk6","2023","Posted Content","","A Mortazavi","10.2139/ssrn.4479426","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4479426","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Does not discuss heavy oil biodegradation, reservoir abandonment, biomarkers, or viscosity‑entropy links; exergy analysis is applied to steam‑nanoparticle extraction, not biodegradation.",""
"FE Simulation Modelling and Exergy Analysis of Conventional Forging Deformation Behaviour of Material Processing","https://scispace.com/paper/fe-simulation-modelling-and-exergy-analysis-of-conventional-52iflszhjb","2017","Journal Article","International Journal of Engineering Research and Applications","Santosh Sanodiya","10.9790/9622-0703020614","https://scispace.com/pdf/fe-simulation-modelling-and-exergy-analysis-of-conventional-52iflszhjb.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","The present paper examines the deformation behaviour of geometrical specimens of an aluminium alloy undergoing axial compression in a Universal Testing Machine under dry condition. It is observed that researchers have made attempts to investigate alternate specimens for friction calibration. It is found that ring compression test is recommended as the standard test for determination of coefficient of friction, because it gives reliable results. The effect of weight percentage of silicon carbide on microstructure, hardness and upsetting load is studied. The friction factor at die metal interface is evaluated by ring compression tests and its effect on non-uniform deformation is investigated. The experimental results are finally compared with those obtained by FEA simulation and modelling. In order to validate the predictability of these specimens, real experiments on them are carried out. Rings of standard dimensional ratio 6:3:1 in the same machine. Friction predictions from both specimen are found to be in close match, proposed alternate specimen offers a powerful tool for friction prediction in the absence of ring specimen. Some aspects of Exergy calculations have been in the past repeatedly used to quantify the quality and quantity of energy used in thermal energy processes. This attempt to drive a exergy utilization and compare for the first time two entirely different manufacturing processes, material processing by a mechanical method of straining of the material and thermal processing during cold forging of the same mass of the material using exergy formulation as metric. The exergy analysis of material processing is determined by performed work and utilized heat transfer using mechanical and thermal processes."
"Life performance of oil and gas platforms: Site integration and thermodynamic evaluation","https://scispace.com/paper/life-performance-of-oil-and-gas-platforms-site-integration-4f69c12vez","2014","Journal Article","Energy","Tuong-Van Nguyen
Tamás Gábor Fülöp
Peter Breuhaus
Brian Elmegaard","10.1016/J.ENERGY.2014.06.021","https://orbit.dtu.dk/files/96856527/Life_performance_of_oil.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ",""
"Exergy Assessment and Exergetic Resilience of the Large-Scale Gas Oil Hydrocracking Process","https://scispace.com/paper/exergy-assessment-and-exergetic-resilience-of-the-large-ddvbtgeie3nm","2025","Journal Article","","Luisa José Acosta-Esalas
Ángel Darío González-Delgado","10.3390/sci7020065","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes exergy of gas oil hydrocracking; does not address biodegradation, reservoirs, biomarkers, entropy‑viscosity links, or Gouy‑Stodola.",""
"Comparative exergy analyses of Jatropha curcas oil extraction methods: Solvent and mechanical extraction processes","https://scispace.com/paper/comparative-exergy-analyses-of-jatropha-curcas-oil-2av7v4mxgl","2012","Journal Article","Energy Conversion and Management","Cynthia Ofori-Boateng
Lee Keat Teong
Lim JitKang","10.1016/J.ENCONMAN.2011.11.005","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses exergy analysis to compare solvent and mechanical extraction of Jatropha oil, but does not address heavy oil biodegradation, reservoirs, biomarkers, entropy‑viscosity links, or Gouy‑Stodola.",""
"Exergy and CO2 Analyses as Key Tools for the Evaluation of Bio-Ethanol Production","https://scispace.com/paper/exergy-and-co2-analyses-as-key-tools-for-the-evaluation-of-4gscbh7hq2","2016","Journal Article","Sustainability","Qian Kang
Tianwei Tan","10.3390/SU8010076","https://scispace.com/pdf/exergy-and-co2-analyses-as-key-tools-for-the-evaluation-of-4gscbh7hq2.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses exergy analysis to evaluate bio‑ethanol production efficiency, but does not address heavy oil, biodegradation, reservoirs, biomarkers, viscosity, or Gouy‑Stodola.","The background of bioethanol as an alternative to conventional fuels is analyzed with the aim of examining the efficiency of bioethanol production by first (sugar-based) and second (cellulose-based) generation processes. Energy integration is of paramount importance for a complete recovery of the processes’ exergy potential. Based upon literature data and our own findings, exergy analysis is shown to be an important tool in analyzing integrated ethanol production from an efficiency and cost perspective."
"A thermodynamic approach to assess the sustainability of third-generation sunflower waste cooking oil in DICI engine along with exergoeconomic and …","https://scispace.com/paper/7G5h3zyWXBAJ","","","","K Kumar
R Kumar
BK Nandi","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes exergy of waste cooking oil fuel, but lacks any discussion of heavy oil biodegradation, reservoir abandonment, biomarkers, entropy‑viscosity links, or Gouy‑Stodola.",""
"Coupling hydrocarbon degradation to anaerobic respiration and mineral diagenesis: theoretical constraints.","https://scispace.com/paper/coupling-hydrocarbon-degradation-to-anaerobic-respiration-13u7swn145","2010","Journal Article","Geobiology","Tullis C. Onstott
S. M. Hinton
B. J. Silver
H. E. King","10.1111/J.1472-4669.2009.00224.X","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","The diagenetic mineral assemblages in petroleum reservoirs control the formation fluid pH and pCO2. Anaerobic biodegradation of petroleum is controlled by the transfer of electrons from reduced organic species to inorganic, redox sensitive, aqueous and mineral species in many cases through intermediates such as H2 and CH3COO ) . The terminal electron accepting reactions induce the dissolutionor precipitation of the same minerals that control the ambient pH and pCO2 in petroleum reservoirs. In this study, we develop a model for anaerobic biodegradation of petroleum that couples the production of acetate and H2 to ‘late stage’ diagenetic reactions. The model reveals that the principal terminal electron accepting process and electron donor control the type of diagenetic reaction, and that the petroleum biodegradation rate is controlled through thermodynamic restriction by the minimum DG required to support a specific microbial metabolism, the fluid flux and the mineral assemblage. These relationships are illustrated by modeling coupled microbial diagenesis and biodegradation of the Gullfaks oil reservoir. The results indicate that the complete dissolution of albite by acids generated during oil biodegradation and the corresponding elevated pCO2 seen in the Gullfaks field are best explained by methanogenic respiration coupled to hydrocarbon degradation and that the biodegradation rate is likely controlled by the pCH4. Biodegradation of Gullfaks oil by a consortium that includes either Fe 3+ -reducing or SO 2� 4 -reducing bacteria cannot explain the observed diagenetic mineral assemblage or pCO2. For octane, biodegradation, not water washing, was the principal agent for removal atfluid velocities <20 m Myr )1 ."
"Anaerobic hydrocarbon biodegradation by alkylotrophic methanogens in deep oil reservoirs","https://scispace.com/paper/anaerobic-hydrocarbon-biodegradation-by-alkylotrophic-5duzkzsvungh","2024","Journal Article","The ISME Journal","Cui-Jing Zhang
Zhuo Zhou
Guihong Cha
Ling Li
Li Fu
Lai-Yan Liu
Lu Yang
Gunter Wegener
Lei Cheng
Meng Li","10.1093/ismejo/wrae152","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","Abstract In subsurface biodegraded oil reservoirs, methanogenic biodegradation of crude oil is a common process. This process was previously assigned to the syntrophy of hydrocarbon-degrading bacteria and methanogenic archaea. Recent studies showed that archaea of the Candidatus Methanoliparum named as alkylotrophic methanogens couple hydrocarbon degradation and methane production in a single archaeon. To assess the geochemical role of Ca. Methanoliparum, we analyzed the chemical and microbial composition and metabolites of 209 samples from 15 subsurface oil reservoirs across China. Gas chromatography–mass spectrometry analysis revealed that 92% of the tested samples were substantially degraded. Molecular analysis showed that 85% of the tested samples contained Ca. Methanoliparum, and 52% of the tested samples harbored multiple alkyl-coenzyme M derivatives, the intercellular metabolites of alkylotrophic archaea. According to metagenomic and metatranscriptomic analyses, Ca. Methanoliparum dominates hydrocarbon degradation in biodegraded samples from the Changqing, Jiangsu, and Shengli (SL) oilfields, and it is persistently present as shown in a 15-year-long sampling effort at the Shengli oilfield. Together, these findings demonstrate that Ca. Methanoliparum is a widely distributed oil degrader in reservoirs of China, suggesting that alkylotrophic methanogenesis by archaea plays a key role in the alteration of oil reservoirs, thereby expanding our understanding of biogeochemical process in the deep biosphere."
"Modelling of in-reservoir petroleum biodegradation : principles and application","https://scispace.com/paper/modelling-of-in-reservoir-petroleum-biodegradation-2167cw9wlz","2011","","","Irene Ortrun Blumenstein-Weingartz
Ralf Littke","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","The correct prediction of petroleum quality constitutes a major challenge for risk assessment in petroleum exploration. While oil and gas compositions and PVT properties are routinely forecast as part of petroleum systems analysis, the in-reservoir processes that may lead to petroleum deterioration cannot yet be adequately quantified. The economically most important in-reservoir process is the microbial degradation of hydrocarbon fluids, commonly referred to as biodegradation. This process results in an increase of viscosity of the crude oil, enrichment in polar and high molecular compounds and a decrease in its economic value. The occurrence and extent of biodegradation strongly depend on the temperature and charge history as well as on reservoir geometry. All of these influences can be quantified by means of petroleum systems modelling which is therefore a suitable tool for the assessment and prediction of biodegradation. Based on theoretical considerations and analysis of widely accepted concepts of biodegradation, a Microsoft Excel-based calculation scheme named Biodexx has been designed in the frame of this study to predict the extent of in-reservoir petroleum biodegradation. The mass balance concept is based on a compositional description of the petroleum in terms of 14 individual compounds and compound groups. Each is attributed a specific ""biodegradability"" and biodegradation rate to account for observed differences in their susceptibility to biodegradation. The necessary information on original petroleum composition, temperature histories, reservoir filling rates and volumetrics for individual drainage areas is extracted from the petroleum systems models. Dynamic 3D petroleum systems modelling was performed for two study areas with different geological regimes – one onshore and one offshore sedimentary basin. This provided detailed information on the timing of petroleum generation and reservoir filling. The temperature and charge histories of individual petroleum reservoir traps as well as the respective petroleum composition were then used as input to the Biodexx routine. The first case study was conducted for the Gifhorn Trough area in the Lower Saxony Basin, Northern Germany. This study provided a first set of important calibration parameters for the prediction of biodegradation processes in petroleum reservoirs. It could be shown that reservoir temperature histories were not critical for explaining the present differences in oil quality of two reservoirs in the study region. The present day oil qualities are rather controlled by the filling histories. For biodegradation prediction this implies that the reconstruction of filling histories of reservoirs should be given highest priority. The second case study from offshore UK aimed to reproduce and explain subtle biodegradation-induced differences in oil composition within a single oil/gas field. A new flexible workflow for biodegradation prediction in a more complex biodegradation scenario was designed and applied in this case study. Here, too, temperature was found to be of minor influence on the extent of biodegradation. Instead, biodegradation variations can be attributed to different ratios of oil volume vs. oil-water contact area, whereas charge history was found to be of lesser importance. The part of the reservoir with the larger oil-water contact area in comparison with the oil volume was more biodegraded despite having received a later charge. In another section of the field, a larger early charge was almost protected from biodegradation due to a small oil-water contact area despite a long residence time. The results of this work indicate that petroleum systems modelling in combination with a simple spreadsheet-based calculation scheme may allow a good qualitative assessment of biodegradation risk ahead of drilling."
